"fit","x_e","y_e","y_ci","x_r","y_r","nec_vals","group"
"no group term",393.333333333333,0.214027013162339,0.19604199359162,NA,NA,NA,NA
"no group term",405.252525252525,0.211674958509385,0.193744483338726,NA,NA,NA,NA
"no group term",417.171717171717,0.20929523670746,0.191481947621791,NA,NA,NA,NA
"no group term",429.090909090909,0.206917915972566,0.18922981451958,NA,NA,NA,NA
"no group term",441.010101010101,0.204533913089317,0.186897365509683,NA,NA,NA,NA
"no group term",452.929292929293,0.202153568918715,0.184644997834428,NA,NA,NA,NA
"no group term",464.848484848485,0.199785951509817,0.182244694250561,NA,NA,NA,NA
"no group term",476.767676767677,0.197405161790876,0.17984965643173,NA,NA,NA,NA
"no group term",488.686868686869,0.19503112552934,0.177421933426908,NA,NA,NA,NA
"no group term",500.606060606061,0.192614246211263,0.175131717935728,NA,NA,NA,NA
"no group term",512.525252525253,0.190274748770318,0.172757367864495,NA,NA,NA,NA
"no group term",524.444444444444,0.187894041628428,0.170350227584255,NA,NA,NA,NA
"no group term",536.363636363636,0.185517032337276,0.167826163929185,NA,NA,NA,NA
"no group term",548.282828282828,0.183076382608596,0.165444141077708,NA,NA,NA,NA
"no group term",560.20202020202,0.180693096121125,0.163021930810006,NA,NA,NA,NA
"no group term",572.121212121212,0.178315462473372,0.160473600366257,NA,NA,NA,NA
"no group term",584.040404040404,0.175936262241511,0.157974874706424,NA,NA,NA,NA
"no group term",595.959595959596,0.173555935879755,0.15528650605123,NA,NA,NA,NA
"no group term",607.878787878788,0.171218185096631,0.1526036969751,NA,NA,NA,NA
"no group term",619.79797979798,0.168841372099968,0.150096209738426,NA,NA,NA,NA
"no group term",631.717171717172,0.166412277648637,0.147570902757124,NA,NA,NA,NA
"no group term",643.636363636364,0.164033873613886,0.144944971128505,NA,NA,NA,NA
"no group term",655.555555555556,0.161648633823971,0.142362725722743,NA,NA,NA,NA
"no group term",667.474747474747,0.159245319508342,0.139762673254588,NA,NA,NA,NA
"no group term",679.393939393939,0.156833620819883,0.137098857564969,NA,NA,NA,NA
"no group term",691.313131313131,0.154411102410596,0.134503087727511,NA,NA,NA,NA
"no group term",703.232323232323,0.15206142380776,0.13198358690441,NA,NA,NA,NA
"no group term",715.151515151515,0.149678443468882,0.129294007760348,NA,NA,NA,NA
"no group term",727.070707070707,0.147266608869296,0.126623461493913,NA,NA,NA,NA
"no group term",738.989898989899,0.144830230710191,0.123995237901615,NA,NA,NA,NA
"no group term",750.909090909091,0.142459122685494,0.12132835899258,NA,NA,NA,NA
"no group term",762.828282828283,0.1400844235004,0.118736893101718,NA,NA,NA,NA
"no group term",774.747474747475,0.137702333907947,0.116169635465512,NA,NA,NA,NA
"no group term",786.666666666667,0.135339952399019,0.113436452465484,NA,NA,NA,NA
"no group term",798.585858585859,0.132961746141941,0.110665584466682,NA,NA,NA,NA
"no group term",810.50505050505,0.130543854229855,0.108051210609725,NA,NA,NA,NA
"no group term",822.424242424242,0.128167813983069,0.10547511789036,NA,NA,NA,NA
"no group term",834.343434343434,0.125757621763061,0.102675199977661,NA,NA,NA,NA
"no group term",846.262626262626,0.123351985992123,0.0999987059994572,NA,NA,NA,NA
"no group term",858.181818181818,0.120955861337218,0.0972568110695417,NA,NA,NA,NA
"no group term",870.10101010101,0.118528246336755,0.0944846380714938,NA,NA,NA,NA
"no group term",882.020202020202,0.1161170056932,0.0916489727389036,NA,NA,NA,NA
"no group term",893.939393939394,0.113676206252821,0.0887834802244502,NA,NA,NA,NA
"no group term",905.858585858586,0.111269722473938,0.0861188024547422,NA,NA,NA,NA
"no group term",917.777777777778,0.108918958520681,0.0833931838799551,NA,NA,NA,NA
"no group term",929.69696969697,0.106499946401185,0.080594419581952,NA,NA,NA,NA
"no group term",941.616161616162,0.104083967327807,0.0779740192684469,NA,NA,NA,NA
"no group term",953.535353535353,0.101706346465288,0.0752533675436999,NA,NA,NA,NA
"no group term",965.454545454545,0.0993009653349183,0.0725044146834352,NA,NA,NA,NA
"no group term",977.373737373737,0.096898042953237,0.0695862245917045,NA,NA,NA,NA
"no group term",989.292929292929,0.0945070014893721,0.0668753837089426,NA,NA,NA,NA
"no group term",1001.21212121212,0.0920730786589675,0.0640391575299611,NA,NA,NA,NA
"no group term",1013.13131313131,0.0896661968010557,0.0611304757882188,NA,NA,NA,NA
"no group term",1025.05050505051,0.0872558538904176,0.0582149512413421,NA,NA,NA,NA
"no group term",1036.9696969697,0.0848754175809319,0.0554771842719608,NA,NA,NA,NA
"no group term",1048.88888888889,0.0824567446580482,0.0527449212226623,NA,NA,NA,NA
"no group term",1060.80808080808,0.080128434945857,0.0500324161437288,NA,NA,NA,NA
"no group term",1072.72727272727,0.0777363528857575,0.0473403561064608,NA,NA,NA,NA
"no group term",1084.64646464646,0.075370663964762,0.044487534072887,NA,NA,NA,NA
"no group term",1096.56565656566,0.0729900527012801,0.0415521262662402,NA,NA,NA,NA
"no group term",1108.48484848485,0.0706024011334354,0.0386470708950532,NA,NA,NA,NA
"no group term",1120.40404040404,0.0681937981309913,0.035872329567772,NA,NA,NA,NA
"no group term",1132.32323232323,0.0657913957416885,0.0330282373797911,NA,NA,NA,NA
"no group term",1144.24242424242,0.0634393708754363,0.0301157829870266,NA,NA,NA,NA
"no group term",1156.16161616162,0.061070365240745,0.0272753349686904,NA,NA,NA,NA
"no group term",1168.08080808081,0.0586695595853767,0.0243263124603427,NA,NA,NA,NA
"no group term",1180,0.0562812494490499,0.0215250026540646,NA,NA,NA,NA
"no group term",1180,NA,0.0913592742912342,NA,NA,NA,NA
"no group term",1168.08080808081,NA,0.0932173097546291,NA,NA,NA,NA
"no group term",1156.16161616162,NA,0.0951842120042498,NA,NA,NA,NA
"no group term",1144.24242424242,NA,0.0970660939161205,NA,NA,NA,NA
"no group term",1132.32323232323,NA,0.0989246867030232,NA,NA,NA,NA
"no group term",1120.40404040404,NA,0.100888069655608,NA,NA,NA,NA
"no group term",1108.48484848485,NA,0.102843165486064,NA,NA,NA,NA
"no group term",1096.56565656566,NA,0.104797620513184,NA,NA,NA,NA
"no group term",1084.64646464646,NA,0.106778812162595,NA,NA,NA,NA
"no group term",1072.72727272727,NA,0.108648472861028,NA,NA,NA,NA
"no group term",1060.80808080808,NA,0.110621964979215,NA,NA,NA,NA
"no group term",1048.88888888889,NA,0.112616077840029,NA,NA,NA,NA
"no group term",1036.9696969697,NA,0.114575508660609,NA,NA,NA,NA
"no group term",1025.05050505051,NA,0.116632885152406,NA,NA,NA,NA
"no group term",1013.13131313131,NA,0.118601959419991,NA,NA,NA,NA
"no group term",1001.21212121212,NA,0.120547701997493,NA,NA,NA,NA
"no group term",989.292929292929,NA,0.12249317226538,NA,NA,NA,NA
"no group term",977.373737373737,NA,0.124405761476103,NA,NA,NA,NA
"no group term",965.454545454545,NA,0.126475174003392,NA,NA,NA,NA
"no group term",953.535353535353,NA,0.128586037050058,NA,NA,NA,NA
"no group term",941.616161616162,NA,0.130530161957641,NA,NA,NA,NA
"no group term",929.69696969697,NA,0.132489586565211,NA,NA,NA,NA
"no group term",917.777777777778,NA,0.134495727550819,NA,NA,NA,NA
"no group term",905.858585858586,NA,0.136541596992938,NA,NA,NA,NA
"no group term",893.939393939394,NA,0.138536085781618,NA,NA,NA,NA
"no group term",882.020202020202,NA,0.140577991897069,NA,NA,NA,NA
"no group term",870.10101010101,NA,0.142599053163973,NA,NA,NA,NA
"no group term",858.181818181818,NA,0.14462843250118,NA,NA,NA,NA
"no group term",846.262626262626,NA,0.14671642013658,NA,NA,NA,NA
"no group term",834.343434343434,NA,0.148729977333149,NA,NA,NA,NA
"no group term",822.424242424242,NA,0.150627997370347,NA,NA,NA,NA
"no group term",810.50505050505,NA,0.152717781146982,NA,NA,NA,NA
"no group term",798.585858585859,NA,0.154728421712438,NA,NA,NA,NA
"no group term",786.666666666667,NA,0.156901162968254,NA,NA,NA,NA
"no group term",774.747474747475,NA,0.159050591490593,NA,NA,NA,NA
"no group term",762.828282828283,NA,0.161188626439884,NA,NA,NA,NA
"no group term",750.909090909091,NA,0.163346392276587,NA,NA,NA,NA
"no group term",738.989898989899,NA,0.165463614430052,NA,NA,NA,NA
"no group term",727.070707070707,NA,0.167610687008835,NA,NA,NA,NA
"no group term",715.151515151515,NA,0.169778088313579,NA,NA,NA,NA
"no group term",703.232323232323,NA,0.171956913133905,NA,NA,NA,NA
"no group term",691.313131313131,NA,0.174128163374624,NA,NA,NA,NA
"no group term",679.393939393939,NA,0.176430811726678,NA,NA,NA,NA
"no group term",667.474747474747,NA,0.178632737303331,NA,NA,NA,NA
"no group term",655.555555555556,NA,0.180840620251433,NA,NA,NA,NA
"no group term",643.636363636364,NA,0.183036938355733,NA,NA,NA,NA
"no group term",631.717171717172,NA,0.185216503481454,NA,NA,NA,NA
"no group term",619.79797979798,NA,0.187503346054985,NA,NA,NA,NA
"no group term",607.878787878788,NA,0.189663587815174,NA,NA,NA,NA
"no group term",595.959595959596,NA,0.191920618461865,NA,NA,NA,NA
"no group term",584.040404040404,NA,0.194316536273061,NA,NA,NA,NA
"no group term",572.121212121212,NA,0.196663447962689,NA,NA,NA,NA
"no group term",560.20202020202,NA,0.198784717396577,NA,NA,NA,NA
"no group term",548.282828282828,NA,0.201096771004719,NA,NA,NA,NA
"no group term",536.363636363636,NA,0.20337580604876,NA,NA,NA,NA
"no group term",524.444444444444,NA,0.205639006218987,NA,NA,NA,NA
"no group term",512.525252525253,NA,0.207962254503024,NA,NA,NA,NA
"no group term",500.606060606061,NA,0.210354206276581,NA,NA,NA,NA
"no group term",488.686868686869,NA,0.212764015241728,NA,NA,NA,NA
"no group term",476.767676767677,NA,0.215142686793888,NA,NA,NA,NA
"no group term",464.848484848485,NA,0.217660769200539,NA,NA,NA,NA
"no group term",452.929292929293,NA,0.220139435724479,NA,NA,NA,NA
"no group term",441.010101010101,NA,0.222544433776675,NA,NA,NA,NA
"no group term",429.090909090909,NA,0.224994593168552,NA,NA,NA,NA
"no group term",417.171717171717,NA,0.227444907497192,NA,NA,NA,NA
"no group term",405.252525252525,NA,0.229903402846977,NA,NA,NA,NA
"no group term",393.333333333333,NA,0.232341627140147,NA,NA,NA,NA
"no group term",381.414141414141,NA,0.234865217616297,NA,NA,NA,NA
"no group term",369.494949494949,NA,0.237434053706443,NA,NA,NA,NA
"no group term",357.575757575758,NA,0.23994333845202,NA,NA,NA,NA
"no group term",345.656565656566,NA,0.242541686020606,NA,NA,NA,NA
"no group term",333.737373737374,NA,0.245169184229243,NA,NA,NA,NA
"no group term",321.818181818182,NA,0.247930480570647,NA,NA,NA,NA
"no group term",309.89898989899,NA,0.250558020718324,NA,NA,NA,NA
"no group term",297.979797979798,NA,0.253155578345485,NA,NA,NA,NA
"no group term",286.060606060606,NA,0.255744754783224,NA,NA,NA,NA
"no group term",274.141414141414,NA,0.258479725944357,NA,NA,NA,NA
"no group term",262.222222222222,NA,0.261169609191514,NA,NA,NA,NA
"no group term",250.30303030303,NA,0.263836641286018,NA,NA,NA,NA
"no group term",238.383838383838,NA,0.266652118832753,NA,NA,NA,NA
"no group term",226.464646464646,NA,0.269277123094044,NA,NA,NA,NA
"no group term",214.545454545455,NA,0.271943400530056,NA,NA,NA,NA
"no group term",202.626262626263,NA,0.274635088603287,NA,NA,NA,NA
"no group term",190.707070707071,NA,0.277366925611567,NA,NA,NA,NA
"no group term",178.787878787879,NA,0.280155874433508,NA,NA,NA,NA
"no group term",166.868686868687,NA,0.282856059964759,NA,NA,NA,NA
"no group term",154.949494949495,NA,0.285553471733711,NA,NA,NA,NA
"no group term",143.030303030303,NA,0.288301307027282,NA,NA,NA,NA
"no group term",131.111111111111,NA,0.290938207704553,NA,NA,NA,NA
"no group term",119.191919191919,NA,0.29365875810154,NA,NA,NA,NA
"no group term",107.272727272727,NA,0.296394979088133,NA,NA,NA,NA
"no group term",95.3535353535353,NA,0.299071237742988,NA,NA,NA,NA
"no group term",83.4343434343434,NA,0.301820258056337,NA,NA,NA,NA
"no group term",71.5151515151515,NA,0.304627750852421,NA,NA,NA,NA
"no group term",59.5959595959596,NA,0.307301348820643,NA,NA,NA,NA
"no group term",47.6767676767677,NA,0.310083515928937,NA,NA,NA,NA
"no group term",35.7575757575758,NA,0.312828901430346,NA,NA,NA,NA
"no group term",23.8383838383838,NA,0.315551835456096,NA,NA,NA,NA
"no group term",11.9191919191919,NA,0.318385793915224,NA,NA,NA,NA
"no group term",0,NA,0.321132932,NA,NA,NA,NA
"no group term",NA,NA,NA,0,0.2291401274,NA,NA
"no group term",NA,NA,NA,0,0.3537828303,NA,NA
"no group term",NA,NA,NA,0,0.2315605929,NA,NA
"no group term",NA,NA,NA,0,0.287007544,NA,NA
"no group term",NA,NA,NA,0,0.370639806,NA,NA
"no group term",NA,NA,NA,0,0.249809364,NA,NA
"no group term",NA,NA,NA,0,0.2601844735,NA,NA
"no group term",NA,NA,NA,0,0.0611419909,NA,NA
"no group term",NA,NA,NA,0,0.3201425356,NA,NA
"no group term",NA,NA,NA,0,0.3985439612,NA,NA
"no group term",NA,NA,NA,0,0.3049459548,NA,NA
"no group term",NA,NA,NA,0,0.3473662381,NA,NA
"no group term",NA,NA,NA,0,0.2416215131,NA,NA
"no group term",NA,NA,NA,0,0.237037037,NA,NA
"no group term",NA,NA,NA,0,0.3551835418,NA,NA
"no group term",NA,NA,NA,0,0.2691924227,NA,NA
"no group term",NA,NA,NA,0,0.2357197258,NA,NA
"no group term",NA,NA,NA,0,0.2372738746,NA,NA
"no group term",NA,NA,NA,0,0.3617350891,NA,NA
"no group term",NA,NA,NA,0,0.3023306948,NA,NA
"no group term",NA,NA,NA,255,0.163138628,NA,NA
"no group term",NA,NA,NA,255,0.2171016102,NA,NA
"no group term",NA,NA,NA,255,0.1024156188,NA,NA
"no group term",NA,NA,NA,255,0.1689234936,NA,NA
"no group term",NA,NA,NA,255,0.1946366782,NA,NA
"no group term",NA,NA,NA,255,0.2177770047,NA,NA
"no group term",NA,NA,NA,255,0.2288033155,NA,NA
"no group term",NA,NA,NA,255,0.07650569723,NA,NA
"no group term",NA,NA,NA,255,0.158096189,NA,NA
"no group term",NA,NA,NA,255,0.103358209,NA,NA
"no group term",NA,NA,NA,255,0.2180642966,NA,NA
"no group term",NA,NA,NA,255,0.293989547,NA,NA
"no group term",NA,NA,NA,255,0.1614896731,NA,NA
"no group term",NA,NA,NA,255,0.3083685545,NA,NA
"no group term",NA,NA,NA,255,0.3549480822,NA,NA
"no group term",NA,NA,NA,255,0.3283983849,NA,NA
"no group term",NA,NA,NA,255,0.2818962154,NA,NA
"no group term",NA,NA,NA,255,0.2540277257,NA,NA
"no group term",NA,NA,NA,255,0.2934520497,NA,NA
"no group term",NA,NA,NA,255,0.4172689235,NA,NA
"no group term",NA,NA,NA,425,0.1091696056,NA,NA
"no group term",NA,NA,NA,425,0.1111522786,NA,NA
"no group term",NA,NA,NA,425,0.161317711,NA,NA
"no group term",NA,NA,NA,425,0.2476888747,NA,NA
"no group term",NA,NA,NA,425,0.2342687075,NA,NA
"no group term",NA,NA,NA,425,0.1630504148,NA,NA
"no group term",NA,NA,NA,425,0.2243273967,NA,NA
"no group term",NA,NA,NA,425,0.1688607183,NA,NA
"no group term",NA,NA,NA,425,0.2684272104,NA,NA
"no group term",NA,NA,NA,425,0.1484455425,NA,NA
"no group term",NA,NA,NA,425,0.07337639038,NA,NA
"no group term",NA,NA,NA,425,0.3369278169,NA,NA
"no group term",NA,NA,NA,425,0.2552562989,NA,NA
"no group term",NA,NA,NA,425,0.3364420201,NA,NA
"no group term",NA,NA,NA,425,0.3314422867,NA,NA
"no group term",NA,NA,NA,425,0.1648208469,NA,NA
"no group term",NA,NA,NA,425,0.2583545046,NA,NA
"no group term",NA,NA,NA,425,0.1558275484,NA,NA
"no group term",NA,NA,NA,425,0.2235987002,NA,NA
"no group term",NA,NA,NA,425,0.4195288617,NA,NA
"no group term",NA,NA,NA,708,0.119533993,NA,NA
"no group term",NA,NA,NA,708,0.1973990683,NA,NA
"no group term",NA,NA,NA,708,0.1114836547,NA,NA
"no group term",NA,NA,NA,708,0.1732297369,NA,NA
"no group term",NA,NA,NA,708,0.1925042589,NA,NA
"no group term",NA,NA,NA,708,0.1347931873,NA,NA
"no group term",NA,NA,NA,708,0.1362725451,NA,NA
"no group term",NA,NA,NA,708,0.04793796264,NA,NA
"no group term",NA,NA,NA,708,0.1776424103,NA,NA
"no group term",NA,NA,NA,708,0.2945409429,NA,NA
"no group term",NA,NA,NA,708,0.1297048949,NA,NA
"no group term",NA,NA,NA,708,0.2825541619,NA,NA
"no group term",NA,NA,NA,708,0.1438596491,NA,NA
"no group term",NA,NA,NA,708,0.1774332472,NA,NA
"no group term",NA,NA,NA,708,0.2783579402,NA,NA
"no group term",NA,NA,NA,708,0.1296485841,NA,NA
"no group term",NA,NA,NA,708,0.2313419913,NA,NA
"no group term",NA,NA,NA,708,0.1349340548,NA,NA
"no group term",NA,NA,NA,708,0.2443894681,NA,NA
"no group term",NA,NA,NA,708,0.4100201072,NA,NA
"no group term",NA,NA,NA,1180,-0.08004618049,NA,NA
"no group term",NA,NA,NA,1180,0.05336905007,NA,NA
"no group term",NA,NA,NA,1180,-0.1506622517,NA,NA
"no group term",NA,NA,NA,1180,-0.01272954925,NA,NA
"no group term",NA,NA,NA,1180,-0.05422958272,NA,NA
"no group term",NA,NA,NA,1180,0.05143565379,NA,NA
"no group term",NA,NA,NA,1180,-0.02955564615,NA,NA
"no group term",NA,NA,NA,1180,0.09293873313,NA,NA
"no group term",NA,NA,NA,1180,0.02917030568,NA,NA
"no group term",NA,NA,NA,1180,0.1655463799,NA,NA
"no group term",NA,NA,NA,1180,0.1122259383,NA,NA
"no group term",NA,NA,NA,1180,0.1903747114,NA,NA
"no group term",NA,NA,NA,1180,-0.0246886121,NA,NA
"no group term",NA,NA,NA,1180,0.01531763947,NA,NA
"no group term",NA,NA,NA,1180,0.02486304256,NA,NA
"no group term",NA,NA,NA,1180,-0.02284774264,NA,NA
"no group term",NA,NA,NA,1180,0.1342530283,NA,NA
"no group term",NA,NA,NA,NA,NA,167.544676967277,NA
"no group term",NA,NA,NA,NA,NA,33.5830110717951,NA
"no group term",NA,NA,NA,NA,NA,270.422651467202,NA
"ogl(groupvar)",0,0.292556044,0.2551785954,NA,NA,NA,NA
"ogl(groupvar)",11.9191919191919,0.290174911434779,0.253313303032867,NA,NA,NA,NA
"ogl(groupvar)",23.8383838383838,0.287789485011322,0.251357029820591,NA,NA,NA,NA
"ogl(groupvar)",35.7575757575758,0.285356961952415,0.24951332817234,NA,NA,NA,NA
"ogl(groupvar)",47.6767676767677,0.282948668864085,0.247687151112404,NA,NA,NA,NA
"ogl(groupvar)",59.5959595959596,0.280616259966528,0.245901601980705,NA,NA,NA,NA
"ogl(groupvar)",71.5151515151515,0.278205840587912,0.244168731602012,NA,NA,NA,NA
"ogl(groupvar)",83.4343434343434,0.27581636558467,0.242243227147064,NA,NA,NA,NA
"ogl(groupvar)",95.3535353535353,0.273436822289562,0.240233916584906,NA,NA,NA,NA
"ogl(groupvar)",107.272727272727,0.27102770302586,0.238341339423222,NA,NA,NA,NA
"ogl(groupvar)",119.191919191919,0.268649678255494,0.236479314288689,NA,NA,NA,NA
"ogl(groupvar)",131.111111111111,0.266193788811864,0.234577277243225,NA,NA,NA,NA
"ogl(groupvar)",143.030303030303,0.263807195737763,0.232701197516289,NA,NA,NA,NA
"ogl(groupvar)",154.949494949495,0.261364318923793,0.230901373299903,NA,NA,NA,NA
"ogl(groupvar)",166.868686868687,0.258918476189536,0.228929183085249,NA,NA,NA,NA
"ogl(groupvar)",178.787878787879,0.25652990795919,0.227023950662356,NA,NA,NA,NA
"ogl(groupvar)",190.707070707071,0.254164192825289,0.224981863107859,NA,NA,NA,NA
"ogl(groupvar)",202.626262626263,0.251798347906705,0.223107667699203,NA,NA,NA,NA
"ogl(groupvar)",214.545454545455,0.249446176534131,0.221139655575168,NA,NA,NA,NA
"ogl(groupvar)",226.464646464646,0.247035632805793,0.219316255374239,NA,NA,NA,NA
"ogl(groupvar)",238.383838383838,0.244647409615995,0.217165546759637,NA,NA,NA,NA
"ogl(groupvar)",250.30303030303,0.242251878009952,0.21523856701059,NA,NA,NA,NA
"ogl(groupvar)",262.222222222222,0.239882539692376,0.213158604562137,NA,NA,NA,NA
"ogl(groupvar)",274.141414141414,0.237509900831644,0.211036074640072,NA,NA,NA,NA
"ogl(groupvar)",286.060606060606,0.235093609592536,0.208966174025668,NA,NA,NA,NA
"ogl(groupvar)",297.979797979798,0.232721551543901,0.206852948333736,NA,NA,NA,NA
"ogl(groupvar)",309.89898989899,0.230353660568173,0.204737228287073,NA,NA,NA,NA
"ogl(groupvar)",321.818181818182,0.227950708493422,0.202649842206716,NA,NA,NA,NA
"ogl(groupvar)",333.737373737374,0.225501988932661,0.200651413101439,NA,NA,NA,NA
"ogl(groupvar)",345.656565656566,0.223114139428204,0.198415572587383,NA,NA,NA,NA
"ogl(groupvar)",357.575757575758,0.220737113461475,0.19620915692922,NA,NA,NA,NA
"ogl(groupvar)",369.494949494949,0.218346849746002,0.194078742634087,NA,NA,NA,NA
"ogl(groupvar)",381.414141414141,0.215922187060946,0.191887919842534,NA,NA,NA,NA
"ogl(groupvar)",393.333333333333,0.213512244576285,0.189723650855569,NA,NA,NA,NA
"ogl(groupvar)",405.252525252525,0.211166264404906,0.187374790000453,NA,NA,NA,NA
"ogl(groupvar)",417.171717171717,0.208732852776752,0.185099040693855,NA,NA,NA,NA
"ogl(groupvar)",429.090909090909,0.206352418308232,0.182870365358909,NA,NA,NA,NA
"ogl(groupvar)",441.010101010101,0.203957957755683,0.180619179043808,NA,NA,NA,NA
"ogl(groupvar)",452.929292929293,0.201527653489492,0.178254877135121,NA,NA,NA,NA
"ogl(groupvar)",464.848484848485,0.199148879945091,0.175846546676256,NA,NA,NA,NA
"ogl(groupvar)",476.767676767677,0.196763664490745,0.173432496721902,NA,NA,NA,NA
"ogl(groupvar)",488.686868686869,0.194301001225001,0.170964970198349,NA,NA,NA,NA
"ogl(groupvar)",500.606060606061,0.19194472254586,0.168670621413607,NA,NA,NA,NA
"ogl(groupvar)",512.525252525253,0.189533202795978,0.166216745209059,NA,NA,NA,NA
"ogl(groupvar)",524.444444444444,0.18712966184169,0.163650234040293,NA,NA,NA,NA
"ogl(groupvar)",536.363636363636,0.184682312153424,0.161182265747549,NA,NA,NA,NA
"ogl(groupvar)",548.282828282828,0.182275429005713,0.158678809962128,NA,NA,NA,NA
"ogl(groupvar)",560.20202020202,0.179904264138578,0.156218317090375,NA,NA,NA,NA
"ogl(groupvar)",572.121212121212,0.177481390889248,0.153840117141329,NA,NA,NA,NA
"ogl(groupvar)",584.040404040404,0.175100302769178,0.151559946740383,NA,NA,NA,NA
"ogl(groupvar)",595.959595959596,0.172697263792178,0.149002954692842,NA,NA,NA,NA
"ogl(groupvar)",607.878787878788,0.170331747047755,0.146321050096057,NA,NA,NA,NA
"ogl(groupvar)",619.79797979798,0.167901741475672,0.143683573624904,NA,NA,NA,NA
"ogl(groupvar)",631.717171717172,0.165547624722075,0.141094003204288,NA,NA,NA,NA
"ogl(groupvar)",643.636363636364,0.163171264701536,0.138521725624013,NA,NA,NA,NA
"ogl(groupvar)",655.555555555556,0.160812194493792,0.135844269450567,NA,NA,NA,NA
"ogl(groupvar)",667.474747474747,0.158464384734535,0.133189211852633,NA,NA,NA,NA
"ogl(groupvar)",679.393939393939,0.156061039312842,0.130553211818503,NA,NA,NA,NA
"ogl(groupvar)",691.313131313131,0.153679126961949,0.127825645696835,NA,NA,NA,NA
"ogl(groupvar)",703.232323232323,0.151278869934135,0.12516334170918,NA,NA,NA,NA
"ogl(groupvar)",715.151515151515,0.148877632286428,0.122395047998955,NA,NA,NA,NA
"ogl(groupvar)",727.070707070707,0.146522376239769,0.119590089996124,NA,NA,NA,NA
"ogl(groupvar)",738.989898989899,0.144071513005145,0.116825303014603,NA,NA,NA,NA
"ogl(groupvar)",750.909090909091,0.141747311679118,0.11397696794762,NA,NA,NA,NA
"ogl(groupvar)",762.828282828283,0.139251673402028,0.111118516425786,NA,NA,NA,NA
"ogl(groupvar)",774.747474747475,0.136785656048394,0.108305255581316,NA,NA,NA,NA
"ogl(groupvar)",786.666666666667,0.134380914046053,0.105446473378483,NA,NA,NA,NA
"ogl(groupvar)",798.585858585859,0.13201424525456,0.102545905132447,NA,NA,NA,NA
"ogl(groupvar)",810.50505050505,0.129629901261437,0.0996518377205649,NA,NA,NA,NA
"ogl(groupvar)",822.424242424242,0.127273111769418,0.0968257829500676,NA,NA,NA,NA
"ogl(groupvar)",834.343434343434,0.124861724930287,0.093901900784896,NA,NA,NA,NA
"ogl(groupvar)",846.262626262626,0.122396172496973,0.0909388099819776,NA,NA,NA,NA
"ogl(groupvar)",858.181818181818,0.120002060161228,0.0879341620110053,NA,NA,NA,NA
"ogl(groupvar)",870.10101010101,0.117608234296033,0.0849968250540697,NA,NA,NA,NA
